ts,symbol,best_bid_price,best_bid_size,best_ask_price,best_ask_size
2025-12-25T20:54:41.912750,ETHUSDT,2948.06,93.40,2948.07,42.98
2025-12-25T20:54:41.992941,ETHUSDT,2948.06,91.84,2948.07,42.98
2025-12-25T20:54:42.006104,ETHUSDT,2948.06,93.40,2948.07,42.98
2025-12-25T20:54:43.178496,ETHUSDT,2948.06,91.84,2948.07,42.98
2025-12-25T20:54:43.178869,ETHUSDT,2948.06,93.40,2948.07,42.98
2025-12-25T20:54:44.093767,ETHUSDT,2948.06,91.84,2948.07,42.98
2025-12-25T20:54:44.103353,ETHUSDT,2948.06,93.40,2948.07,42.98
2025-12-25T20:54:44.973568,ETHUSDT,2948.06,86.68,2948.07,42.98
2025-12-25T20:54:44.984815,ETHUSDT,2948.06,86.68,2948.07,45.89
2025-12-25T20:54:45.013907,ETHUSDT,2948.06,86.68,2948.07,43.00
2025-12-25T20:54:45.105350,ETHUSDT,2948.06,85.45,2948.07,43.00
2025-12-25T20:54:45.146768,ETHUSDT,2948.06,85.44,2948.07,43.00
2025-12-25T20:54:45.634094,ETHUSDT,2948.06,83.44,2948.07,43.00
2025-12-25T20:54:45.652712,ETHUSDT,2948.06,83.44,2948.07,42.98
2025-12-25T20:54:45.984225,ETHUSDT,2948.06,83.44,2948.07,45.89
2025-12-25T20:54:46.143184,ETHUSDT,2948.06,81.89,2948.07,45.89
2025-12-25T20:54:46.158953,ETHUSDT,2948.06,83.44,2948.07,45.89
2025-12-25T20:54:46.924598,ETHUSDT,2948.06,83.44,2948.07,42.98
2025-12-25T20:54:47.163240,ETHUSDT,2948.06,81.89,2948.07,42.98
2025-12-25T20:54:47.173206,ETHUSDT,2948.06,83.31,2948.07,42.98
2025-12-25T20:54:48.208394,ETHUSDT,2948.06,81.89,2948.07,42.98
2025-12-25T20:54:48.209301,ETHUSDT,2948.06,83.31,2948.07,42.98
2025-12-25T20:54:49.131340,ETHUSDT,2948.06,83.31,2948.07,43.00
2025-12-25T20:54:49.202792,ETHUSDT,2948.06,81.89,2948.07,43.00
2025-12-25T20:54:49.212690,ETHUSDT,2948.06,83.31,2948.07,43.00
2025-12-25T20:54:49.272704,ETHUSDT,2948.06,83.31,2948.07,42.98
2025-12-25T20:54:50.051599,ETHUSDT,2948.06,82.65,2948.07,42.98
2025-12-25T20:54:50.052315,ETHUSDT,2948.06,82.65,2948.07,45.89
2025-12-25T20:54:50.228149,ETHUSDT,2948.06,81.23,2948.07,45.89
2025-12-25T20:54:50.235752,ETHUSDT,2948.06,82.64,2948.07,45.89
2025-12-25T20:54:50.403941,ETHUSDT,2948.06,82.64,2948.07,42.98
2025-12-25T20:54:50.543846,ETHUSDT,2948.06,82.64,2948.07,45.89
2025-12-25T20:54:51.133202,ETHUSDT,2948.06,82.64,2948.07,45.91
2025-12-25T20:54:51.243130,ETHUSDT,2948.06,79.06,2948.07,45.91
2025-12-25T20:54:51.292781,ETHUSDT,2948.06,60.79,2948.07,45.91
2025-12-25T20:54:51.323323,ETHUSDT,2948.06,57.16,2948.07,45.91
2025-12-25T20:54:51.332881,ETHUSDT,2948.06,54.06,2948.07,45.91
2025-12-25T20:54:51.353607,ETHUSDT,2948.06,56.97,2948.07,45.91
2025-12-25T20:54:51.838326,ETHUSDT,2948.06,56.97,2948.07,45.89
2025-12-25T20:54:52.316890,ETHUSDT,2948.06,55.56,2948.07,45.89
2025-12-25T20:54:52.318460,ETHUSDT,2948.06,56.94,2948.07,45.89
